build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace,province,property_type_name,state_mapped
,,0,,,,,,vbd36877,,https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd36877,,0,,,,
1975,2.0,1,27,Nieuwpoort,,8620.0,114500.0,rbu61046,Studio,https://immovlan.be/en/detail/studio/for-sale/8620/nieuwpoort/rbu61046,Excellent,0,1,West Flanders,apartment,ready_to_move_in
1903,4.0,1,340,Beersel,6,1650.0,1490000.0,vbd45267,Residence,https://immovlan.be/en/detail/residence/for-sale/1650/beersel/vbd45267,Excellent,1,1,Flemish Brabant,house,ready_to_move_in
,,0,,Dave,2,5100.0,265000.0,VAX62714,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vax62714,New,0,1,Namur,apartment,ready_to_move_in
,,0,139.0,Liege,3,4000.0,344000.0,VBA87241,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vba87241,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,,Châtelet,4,6200.0,185000.0,vbd49760,Mixed,https://immovlan.be/en/detail/mixed-building/for-sale/6200/chatelet/vbd49760,To renovate,0,,Hainaut,exceptional,to_renovate
,2.0,1,337,Elsene,4,1050.0,1500000.0,vbd49265,Residence,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd49265,,0,1,Brussels Capital Region,house,
1960,2.0,1,220,Ukkel,5,1180.0,595000.0,rwc40684,Residence,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/rwc40684,Normal,0,1,Brussels Capital Region,house,ready_to_move_in
,,0,,,,,,25923-7219068,,https://immovlan.be/en/projectdetail/25923-7219068,,0,,,,
,,0,,Vorst,,1190.0,286600.0,24431-p-vk1753-oxaf6kh2,,https://immovlan.be/en/projectdetail/24431-p-vk1753-oxaf6kh2,,0,,Brussels Capital Region,,
,,0,,,,,,rbu52103,,https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu52103,,0,,,,
,2.0,0,183,Elsene,3,1050.0,695000.0,vbd49625,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd49625,To be renovated,0,1,Brussels Capital Region,apartment,to_renovate
,4.0,1,98.0,Kontich,2,2550.0,332715.0,RBU40032,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2550/kontich/rbu40032,New,0,1,Antwerp,apartment,ready_to_move_in
,,0,,Dilsen-Stokkem,,3650.0,614156.0,RBR87680,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3650/dilsen-stokkem/rbr87680,,0,0,Limburg,apartment,
1970,3.0,1,158,Ophain-Bois-Seigneur-Isaac,3,1421.0,460000.0,vbd39724,Residence,https://immovlan.be/en/detail/residence/for-sale/1421/ophain-bois-seigneur-isaac/vbd39724,Fully renovated,0,1,Walloon Brabant,house,ready_to_move_in
1935,3.0,1,100,Barvaux-sur-Ourthe,2,6940.0,175000.0,vbd39417,Residence,https://immovlan.be/en/detail/residence/for-sale/6940/barvaux-sur-ourthe/vbd39417,To be renovated,0,1,Luxembourg,house,to_renovate
2014,2.0,0,68,Moerbeke-Waas,1,9180.0,185000.0,rbu64762,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9180/moerbeke-waas/rbu64762,Excellent,0,1,East Flanders,apartment,ready_to_move_in
1960,2.0,0,183,Elsene,4,1050.0,729000.0,vbd31334,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd31334,To renovate,0,1,Brussels Capital Region,apartment,to_renovate
,2.0,1,150,Tubize,3,1480.0,260000.0,vbd52511,Residence,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd52511,Normal,0,1,Walloon Brabant,house,ready_to_move_in
,2.0,1,253.0,Theux,4,4910.0,595000.0,VBD45454,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/theux/vbd45454,,0,0,Liège,house,
,3.0,1,231,Neder-Over-Heembeek,4,1120.0,690000.0,vbd43555,Residence,https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbd43555,Excellent,0,1,Brussels Capital Region,house,ready_to_move_in
,,1,86.0,Sambreville,2,5060.0,269256.0,VBD40223,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd40223,,0,1,Namur,apartment,
1968,2.0,0,105,Dinant,2,5500.0,235000.0,vbd45766,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5500/dinant/vbd45766,Normal,0,1,Namur,apartment,ready_to_move_in
2026,3.0,0,167,Wavre,4,1300.0,899000.0,vbd30851,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd30851,New,0,1,Walloon Brabant,apartment,ready_to_move_in
,,0,288,Antwerp,4,2060.0,749000.0,rbu60276,Master,https://immovlan.be/en/detail/master-house/for-sale/2060/antwerp/rbu60276,,0,1,Antwerp,house,
,4.0,1,216,Marche-en-Famenne,2,6900.0,550000.0,vba38852,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6900/marche-en-famenne/vba38852,Normal,0,1,Luxembourg,apartment,ready_to_move_in
,,0,,Heusden-Zolder,,3550.0,,RBT77062,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbt77062,New,0,0,Limburg,apartment,ready_to_move_in
,4.0,1,99.0,Tessenderlo,2,3980.0,369000.0,RBU32036,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3980/tessenderlo/rbu32036,New,0,1,Limburg,apartment,ready_to_move_in
,2.0,0,124.0,Zandhoven,3,2240.0,399000.0,RBU66676,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/2240/zandhoven/rbu66676,New,0,1,Antwerp,apartment,ready_to_move_in
1932,,0,45,Jette,0,1090.0,160000.0,vbd49847,Studio,https://immovlan.be/en/detail/studio/for-sale/1090/jette/vbd49847,To renovate,0,1,Brussels Capital Region,apartment,to_renovate
1951,4.0,1,181,Herent,3,3020.0,595000.0,rbu52123,Residence,https://immovlan.be/en/detail/residence/for-sale/3020/herent/rbu52123,,0,1,Flemish Brabant,house,
,,0,83.0,Seraing,2,4100.0,247000.0,VBD39535,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbd39535,New,0,1,Liège,apartment,ready_to_move_in
1973,,0,93,Ukkel,2,1180.0,320000.0,vbd46873,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd46873,,0,1,Brussels Capital Region,apartment,
1970,2.0,0,,Roeselare,2,8800.0,119000.0,rbt86761,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8800/roeselare/rbt86761,To be renovated,0,0,West Flanders,apartment,to_renovate
,,0,,Verlée,,5370.0,275000.0,20551-ddee6331-12ed-4feb-be49-30089704b9f6,,https://immovlan.be/en/projectdetail/20551-ddee6331-12ed-4feb-be49-30089704b9f6,,0,,Namur,,
1947,2.0,0,92,Namur,2,5000.0,270000.0,vbd48272,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd48272,Fully renovated,0,1,Namur,apartment,ready_to_move_in
,2.0,0,100,Sint-Gillis,3,1060.0,560000.0,vbd45356,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd45356,,0,1,Brussels Capital Region,apartment,
,,1,400,Nandrin,5,4550.0,995000.0,vbd41631,Villa,https://immovlan.be/en/detail/villa/for-sale/4550/nandrin/vbd41631,Normal,1,1,Liège,exceptional,ready_to_move_in
1989,4.0,1,150,Tremelo,3,3120.0,540000.0,rbu59033,Residence,https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbu59033,Excellent,0,1,Flemish Brabant,house,ready_to_move_in
,,1,,Mol,3,2400.0,319000.0,rbu57168,Residence,https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbu57168,,0,1,Antwerp,house,
2000,2.0,1,82,Haaltert,2,9450.0,224900.0,rbu64765,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9450/haaltert/rbu64765,Excellent,0,1,East Flanders,apartment,ready_to_move_in
1931,3.0,0,361,Liege,10,4020.0,475000.0,vbd45083,Mixed,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbd45083,,0,1,Liège,exceptional,
,,0,92.0,Aywaille,2,4920.0,308000.0,VAZ60164,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4920/aywaille/vaz60164,New,0,1,Liège,apartment,ready_to_move_in
1968,2.0,0,75,Sint-Lambrechts-Woluwe,1,1200.0,235000.0,vbd48023,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48023,To renovate,0,1,Brussels Capital Region,apartment,to_renovate
2024,,1,93,Habay-la-Neuve,2,6720.0,299256.0,vbd32023,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6720/habay-la-neuve/vbd32023,,0,1,Luxembourg,apartment,
,,1,136,Gentbrugge,4,9050.0,399000.0,rbu64350,Residence,https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu64350,To be renovated,0,0,East Flanders,house,to_renovate
1955,4.0,1,242,Peer,6,3990.0,449000.0,rbu62352,Residence,https://immovlan.be/en/detail/residence/for-sale/3990/peer/rbu62352,,0,,Limburg,house,
,,1,55.0,Mons,1,7000.0,185000.0,VBB60611,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60611,New,0,1,Hainaut,apartment,ready_to_move_in
1920,2.0,1,130,Ukkel,3,1180.0,499000.0,vbd47900,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47900,Normal,0,1,Brussels Capital Region,apartment,ready_to_move_in
,,0,,Astene,,9800.0,435000.0,25923-6839314,,https://immovlan.be/en/projectdetail/25923-6839314,,0,,East Flanders,,
,4.0,1,170,Bouillon,4,6830.0,400000.0,vbb40630,Residence,https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/vbb40630,,0,1,Luxembourg,house,
1970,3.0,1,189,Arlon,5,6700.0,450000.0,vbd32096,Residence,https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd32096,Normal,0,1,Luxembourg,house,ready_to_move_in
,,0,,Eke,,9810.0,347600.0,24431-p-vk1269-5joceigi,,https://immovlan.be/en/projectdetail/24431-p-vk1269-5joceigi,,0,,East Flanders,,
,3.0,0,120,Trooz,3,4870.0,165000.0,vbd39390,Residence,https://immovlan.be/en/detail/residence/for-sale/4870/trooz/vbd39390,To renovate,0,0,Liège,house,to_renovate
,3.0,1,133,Oostakker,3,9041.0,447745.0,rbu64816,Residence,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64816,,0,0,East Flanders,house,
,2.0,0,69.0,Oostende,1,8400.0,280000.0,RBP40631,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbp40631,New,0,1,West Flanders,apartment,ready_to_move_in
1976,4.0,1,250,Braine-l'Alleud,4,1420.0,795000.0,vbd09439,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd09439,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
,2.0,0,166,Moorsele,3,8560.0,495000.0,rbu60535,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8560/moorsele/rbu60535,Excellent,0,1,West Flanders,apartment,ready_to_move_in
,2.0,0,176,Wevelgem,2,8560.0,230000.0,rwc40156,Duplex,https://immovlan.be/en/detail/duplex/for-sale/8560/wevelgem/rwc40156,Normal,0,1,West Flanders,apartment,ready_to_move_in
,4.0,1,165,Orp-Jauche,3,1350.0,433128.0,vbd31758,Residence,https://immovlan.be/en/detail/residence/for-sale/1350/orp-jauche/vbd31758,New,0,,Walloon Brabant,house,ready_to_move_in
1964,3.0,1,101,Geel,2,2440.0,325000.0,rbu55484,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu55484,Excellent,0,1,Antwerp,apartment,ready_to_move_in
,3.0,1,154.0,Thuin,3,6530.0,,VBA96186,Residence,https://immovlan.be/en/detail/residence/for-sale/6530/thuin/vba96186,,0,0,Hainaut,house,
2010,2.0,0,110,Vilvoorde,3,1800.0,448000.0,rbu51079,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1800/vilvoorde/rbu51079,Excellent,0,1,Flemish Brabant,apartment,ready_to_move_in
1980,4.0,1,383,Heusden-Zolder,4,3550.0,,rbu38974,Residence,https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu38974,Excellent,0,1,Limburg,house,ready_to_move_in
,3.0,1,78.0,Wondelgem,2,9032.0,295000.0,RBU64884,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9032/wondelgem/rbu64884,New,0,1,East Flanders,apartment,ready_to_move_in
,,0,175,Hasselt,2,3500.0,550000.0,rbu27540,Residence,https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu27540,Normal,0,0,Limburg,house,ready_to_move_in
,2.0,0,96,Chênée,3,4032.0,149000.0,vbd27805,Residence,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbd27805,To renovate,0,0,Liège,house,to_renovate
,,1,54.0,Namur,0,5000.0,216000.0,VBD42056,Studio,https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd42056,New,0,1,Namur,apartment,ready_to_move_in
,,0,,Kontich,,2550.0,440000.0,1485770-01267920_om_266550,,https://immovlan.be/en/projectdetail/1485770-01267920_om_266550,,0,,Antwerp,,
1950,,0,134,Pepingen,2,1670.0,375000.0,rbu70570,Residence,https://immovlan.be/en/detail/residence/for-sale/1670/pepingen/rbu70570,To be renovated,0,,Flemish Brabant,house,to_renovate
,,0,103.0,Koksijde,2,8670.0,504340.0,RBU15828,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu15828,,0,1,West Flanders,apartment,
,4.0,1,59,Hastière,2,5540.0,119000.0,vbd13033,Chalet,https://immovlan.be/en/detail/chalet/for-sale/5540/hastiere/vbd13033,Normal,0,1,Namur,exceptional,ready_to_move_in
2023,3.0,1,130,Westerlo,3,2260.0,369000.0,rbu57467,Residence,https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbu57467,New,0,1,Antwerp,house,ready_to_move_in
,4.0,1,115.0,Westerlo,2,2260.0,415000.0,RBU28368,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2260/westerlo/rbu28368,New,0,1,Antwerp,apartment,ready_to_move_in
1900,4.0,1,150,Grez-Doiceau,3,1390.0,365000.0,vbd34274,Residence,https://immovlan.be/en/detail/residence/for-sale/1390/grez-doiceau/vbd34274,To be renovated,0,1,Walloon Brabant,house,to_renovate
,3.0,0,90,Ciney,2,5590.0,165000.0,vbd44489,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd44489,Fully renovated,0,0,Namur,apartment,ready_to_move_in
1850,3.0,0,95,Malonne,2,5020.0,189000.0,vbd47451,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5020/malonne/vbd47451,Fully renovated,0,0,Namur,apartment,ready_to_move_in
,2.0,0,65.0,Leopoldsburg,1,3970.0,225000.0,RBU43067,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43067,New,0,1,Limburg,apartment,ready_to_move_in
,,1,99,Pelt,2,3900.0,328000.0,rbu61946,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3900/pelt/rbu61946,New,0,1,Limburg,apartment,ready_to_move_in
,2.0,0,113,Jette,2,1090.0,225000.0,vbd35073,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd35073,,0,1,Brussels Capital Region,apartment,
,,1,78.0,Mons,2,7000.0,255000.0,VBB60628,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60628,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,129.0,Verviers,3,4800.0,347000.0,VBC73802,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc73802,New,0,1,Liège,apartment,ready_to_move_in
1918,2.0,1,113,Gavere,2,9890.0,203500.0,rbu65006,Residence,https://immovlan.be/en/detail/residence/for-sale/9890/gavere/rbu65006,To renovate,0,1,East Flanders,house,to_renovate
1900,2.0,0,150,Schaarbeek,3,1030.0,375000.0,vbd44618,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbd44618,Excellent,0,1,Brussels Capital Region,apartment,ready_to_move_in
1930,2.0,1,170,Staden,5,8840.0,219000.0,rbu39063,Residence,https://immovlan.be/en/detail/residence/for-sale/8840/staden/rbu39063,,0,0,West Flanders,house,
,2.0,0,71.0,Sint-Jans-Molenbeek,1,1080.0,229000.0,VBD44601,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd44601,Excellent,0,1,Brussels Capital Region,apartment,ready_to_move_in
1965,4.0,1,150,Waterloo,3,1410.0,510000.0,vbd29473,Residence,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbd29473,To be renovated,0,1,Walloon Brabant,house,to_renovate
2025,3.0,0,110,Oudenaarde,3,9700.0,479000.0,rbu66354,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu66354,New,0,1,East Flanders,apartment,ready_to_move_in
1951,,1,181,Hasselt,2,3500.0,249000.0,rbu47912,Residence,https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu47912,,0,0,Limburg,house,
,2.0,1,139.0,Ronse,3,9600.0,371884.0,RBT19051,Residence,https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbt19051,Excellent,0,1,East Flanders,house,ready_to_move_in
,2.0,0,90,Ans,2,4430.0,139000.0,vbd46416,Residence,https://immovlan.be/en/detail/residence/for-sale/4430/ans/vbd46416,To renovate,0,1,Liège,house,to_renovate
,,1,339,Liege,5,4020.0,539000.0,vbd23446,Residence,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd23446,Excellent,0,1,Liège,house,ready_to_move_in
,2.0,0,106.0,Geel,2,2440.0,344600.0,RBU51427,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51427,New,0,1,Antwerp,apartment,ready_to_move_in
,2.0,0,86.0,Braine-le-Comte,2,7090.0,221000.0,VBD36783,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36783,New,0,1,Hainaut,apartment,ready_to_move_in
,,1,87.0,Avelgem,1,8580.0,245000.0,RBU25622,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/8580/avelgem/rbu25622,,0,1,West Flanders,apartment,
1950,2.0,0,178,Welkenraedt,2,4840.0,295000.0,vbd44990,Loft,https://immovlan.be/en/detail/loft/for-sale/4840/welkenraedt/vbd44990,Excellent,0,1,Liège,apartment,ready_to_move_in
,3.0,1,,Visé,3,4600.0,465000.0,VWD15552,Penthouse,https://immovlan.be/en/detail/penthouse/for-sale/4600/vise/vwd15552,,0,1,Liège,apartment,
,,1,250,Marche-en-Famenne,7,6900.0,525000.0,vbd19362,Residence,https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd19362,Normal,0,1,Luxembourg,house,ready_to_move_in
2013,,0,77,Avelgem,1,8580.0,199000.0,rbu62999,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8580/avelgem/rbu62999,,0,1,West Flanders,apartment,
,4.0,1,168,Dilsen-Stokkem,3,3650.0,431196.0,rbu28260,Residence,https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbu28260,,0,1,Limburg,house,
,2.0,0,79.0,Geel,2,2440.0,258450.0,RBU51453,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51453,New,0,1,Antwerp,apartment,ready_to_move_in
,2.0,1,200,Ronse,2,9600.0,125000.0,rbu61393,Residence,https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbu61393,To be renovated,0,0,East Flanders,house,to_renovate
1950,2.0,0,76,Nivelles,2,1400.0,195000.0,vbd50074,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbd50074,Normal,0,0,Walloon Brabant,apartment,ready_to_move_in
1972,4.0,1,270,Overijse,5,3090.0,670000.0,rbu69293,Residence,https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu69293,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1987,,1,79,Koksijde,3,8670.0,275000.0,rbu66851,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu66851,To renovate,0,1,West Flanders,apartment,to_renovate
1931,,1,165,Houffalize,3,6660.0,130000.0,vbd49420,Residence,https://immovlan.be/en/detail/residence/for-sale/6660/houffalize/vbd49420,To renovate,0,0,Luxembourg,house,to_renovate
1974,2.0,0,55,Jette,1,1090.0,179000.0,vbd47388,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd47388,Normal,0,1,Brussels Capital Region,apartment,ready_to_move_in
,,0,110.0,Juprelle,2,4450.0,284162.0,VBC31165,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4450/juprelle/vbc31165,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,80.0,Zelzate,2,9060.0,,RBU33029,Apartment,https://immovlan.be/en/detail/apartment/for-sale/9060/zelzate/rbu33029,New,0,1,East Flanders,apartment,ready_to_move_in
1978,4.0,1,193,Lommel,4,3920.0,469000.0,rbu59442,Residence,https://immovlan.be/en/detail/residence/for-sale/3920/lommel/rbu59442,Normal,0,0,Limburg,house,ready_to_move_in
1949,4.0,1,160,Zemst,2,1980.0,549000.0,rbu44692,Residence,https://immovlan.be/en/detail/residence/for-sale/1980/zemst/rbu44692,To renovate,0,,Flemish Brabant,house,to_renovate
,4.0,1,108.0,Kontich,3,2550.0,250000.0,RBU40017,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2550/kontich/rbu40017,New,0,1,Antwerp,apartment,ready_to_move_in
,,0,,Spa,,4900.0,280300.0,vi0002182,,https://immovlan.be/en/projectdetail/vi0002182,,0,,Liège,,
,,1,96.0,Sambreville,2,5060.0,290000.0,VBD43226,Apartment,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43226,New,0,0,Namur,apartment,ready_to_move_in
,,0,100,Koksijde,3,8670.0,385000.0,rbu07619,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu07619,Fully renovated,0,1,West Flanders,apartment,ready_to_move_in
,,0,,Fléron,,4620.0,186000.0,1963455-6211019,,https://immovlan.be/en/projectdetail/1963455-6211019,,0,,Liège,,
,4.0,0,123.0,Heist-op-den-Berg,2,2220.0,300000.0,RBU32923,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbu32923,New,0,1,Antwerp,apartment,ready_to_move_in
,4.0,0,130,Ukkel,3,1180.0,525000.0,vbd46251,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd46251,,0,1,Brussels Capital Region,apartment,
,3.0,0,73.0,Koersel,1,3582.0,299500.0,RBU57261,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbu57261,New,0,1,Limburg,apartment,ready_to_move_in
,4.0,0,133,Wonck,3,4690.0,147000.0,vbd48892,Residence,https://immovlan.be/en/detail/residence/for-sale/4690/wonck/vbd48892,,0,0,Liège,house,
,,0,,Eernegem,,8480.0,215000.0,1383956-01249060_om_3712,,https://immovlan.be/en/projectdetail/1383956-01249060_om_3712,,0,,West Flanders,,
,,0,93,Maaseik,2,3680.0,325000.0,rbu35986,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu35986,,0,1,Limburg,apartment,
1954,3.0,1,143,Borgloon,4,3840.0,225000.0,rbu32093,Residence,https://immovlan.be/en/detail/residence/for-sale/3840/borgloon/rbu32093,,0,1,Limburg,house,
1956,,1,150,Vilvoorde,3,1800.0,359000.0,rbu59379,Residence,https://immovlan.be/en/detail/residence/for-sale/1800/vilvoorde/rbu59379,To renovate,0,0,Flemish Brabant,house,to_renovate
,2.0,1,141.0,Ruisbroek,3,2870.0,373450.0,RBU50593,Residence,https://immovlan.be/en/detail/residence/for-sale/2870/ruisbroek/rbu50593,New,0,1,Antwerp,house,ready_to_move_in
,,0,150,Sint-Genesius-Rode,4,1640.0,500000.0,vbc67303,Villa,https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbc67303,To be renovated,0,1,Flemish Brabant,exceptional,to_renovate
,3.0,1,103.0,Turnhout,1,2300.0,,RBU40939,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbu40939,New,0,1,Antwerp,apartment,ready_to_move_in
,2.0,0,104.0,Chimay,2,6460.0,269900.0,VBC69793,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc69793,,0,1,Hainaut,apartment,
,,0,98.0,Liege,2,4020.0,295000.0,VBB57419,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbb57419,,0,1,Liège,apartment,
,2.0,1,78.0,Evere,2,1140.0,340000.0,VBD37895,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd37895,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
2006,,0,54,Asse,2,1730.0,205000.0,rbu47883,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1730/asse/rbu47883,Normal,0,0,Flemish Brabant,apartment,ready_to_move_in
1980,2.0,0,167,Turnhout,2,2300.0,449000.0,rbu60977,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbu60977,Normal,0,1,Antwerp,apartment,ready_to_move_in
,2.0,0,106.0,Chimay,2,6460.0,279400.0,VBC01515,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc01515,,0,1,Hainaut,apartment,
,3.0,1,116,Flawinne,3,5020.0,235000.0,vbd46134,Residence,https://immovlan.be/en/detail/residence/for-sale/5020/flawinne/vbd46134,,0,1,Namur,house,
,2.0,1,199,Hermalle-sous-Argenteau,3,4681.0,259000.0,vbd46492,Residence,https://immovlan.be/en/detail/residence/for-sale/4681/hermalle-sous-argenteau/vbd46492,,0,1,Liège,house,
2025,3.0,1,298,Zwalm,4,9630.0,489000.0,rbu65710,Residence,https://immovlan.be/en/detail/residence/for-sale/9630/zwalm/rbu65710,,0,1,East Flanders,house,
1967,,0,79,Bierbeek,2,3360.0,270000.0,rbu70534,Residence,https://immovlan.be/en/detail/residence/for-sale/3360/bierbeek/rbu70534,,0,1,Flemish Brabant,house,
1966,2.0,0,88,Mechelen,2,2800.0,298000.0,rbu65677,Apartment,https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu65677,Excellent,0,0,Antwerp,apartment,ready_to_move_in
,,0,,Jamioulx,,6120.0,442500.0,26855-6346234,,https://immovlan.be/en/projectdetail/26855-6346234,,0,,Hainaut,,
,,1,97.0,Liege,2,4000.0,341140.0,VBD24367,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbd24367,New,0,1,Liège,apartment,ready_to_move_in
2023,,1,80,Flémalle-Grande,2,4400.0,256010.0,vwc99047,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4400/flemalle-grande/vwc99047,Excellent,0,1,Liège,apartment,ready_to_move_in
,2.0,0,123.0,Stekene,2,9190.0,435000.0,RBU45511,Ground,https://immovlan.be/en/detail/ground-floor/for-sale/9190/stekene/rbu45511,New,0,1,East Flanders,apartment,ready_to_move_in
2009,4.0,1,141,Noiseux,4,5377.0,345000.0,vbd35331,Residence,https://immovlan.be/en/detail/residence/for-sale/5377/noiseux/vbd35331,Normal,1,1,Namur,house,ready_to_move_in
,4.0,1,163.0,Dilsen-Stokkem,3,3650.0,415000.0,RBS12975,Residence,https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbs12975,,0,1,Limburg,house,
