number_rooms,living_area,property_house,state_ready,postal_code_target,price_log
3.0,134.0,1,0,12.463726381021178,11.918397239722838
2.0,85.0,0,1,12.383002652121338,12.180759965737863
2.0,116.0,0,1,12.601293832432917,12.584512505902088
2.0,85.0,0,1,12.731069931092376,12.323860125621126
1.0,63.0,0,1,12.765659096840809,12.394181589710634
3.0,210.0,1,1,12.281939468979944,12.762830066509972
3.0,147.0,1,0,12.582447049419185,12.095146671399466
3.0,164.0,0,1,12.915288612448368,13.303018546545276
3.0,160.0,1,0,12.637079445232505,12.524530013005734
4.0,202.0,1,0,13.328657130516406,13.554147092530322
2.0,95.0,0,1,12.7994969393603,12.55072915656616
2.0,102.0,0,1,12.560937924592297,12.464587201678082
2.0,78.0,0,1,12.380966668386266,12.394508803323982
2.0,120.0,0,1,12.789585907798617,12.593037677653752
1.0,68.0,0,1,12.52760560748655,12.328670736844323
3.0,188.0,1,1,12.614262663828393,12.873904582205109
1.0,85.0,0,1,12.874255608714568,12.653961664405363
1.0,63.0,0,1,12.404533077712491,12.326079872504838
2.0,114.0,0,1,12.567405022900846,12.429220196836384
3.0,385.0,1,1,12.731394204748963,13.651815643149092
2.0,93.0,0,1,12.84627135005989,12.978495316450784
3.0,160.0,1,1,12.167460755979608,12.703816069256568
1.0,74.0,1,0,11.826787725150899,11.156264806643742
3.0,212.0,1,1,12.785544835874143,13.025854679664231
3.0,148.0,1,1,12.8884011716812,12.855792879125431
3.0,313.0,0,1,12.698325493214314,13.296318365198625
2.0,110.0,0,1,12.909839579932562,12.861001210669146
3.0,77.0,0,1,12.835780959214036,12.84529412258351
2.0,91.0,0,1,12.706208653350116,12.691583538230216
2.0,98.0,0,1,12.680156256560622,12.429220196836384
4.0,176.0,1,1,12.742705253023503,12.992256969959042
1.0,70.0,0,1,13.119189876399721,12.429220196836384
3.0,172.0,1,1,12.79158546402444,12.899097318586382
1.0,64.0,0,1,12.720946916214121,12.07254696717504
2.0,80.0,0,1,12.717762302347616,12.608202196848836
3.0,160.0,0,0,12.567405022900846,12.34148164933907
2.0,99.0,0,1,12.903088834731363,12.765691290604371
2.0,129.0,1,1,12.637265477238365,12.421188057397057
3.0,118.0,0,1,12.703254654873735,12.682309930111783
4.0,224.0,1,1,13.026884683450032,13.091906231773164
3.0,201.0,1,1,12.912427800106952,13.286183160425152
5.0,402.0,1,1,13.119189876399721,14.769097459938507
5.0,210.0,1,0,12.723132614696244,12.384223015005311
5.0,385.0,1,1,13.394127190989245,14.11561589115508
3.0,134.0,1,1,12.682150970178684,12.655956472184965
2.0,104.0,0,1,12.567405022900846,12.843313275401238
1.0,55.0,0,1,13.518301977246622,12.449022745701502
4.0,150.0,1,1,12.510931749779436,13.161586013632684
3.0,177.0,1,1,12.789585907798617,12.765691290604371
1.0,67.0,0,1,12.2540574626969,12.193498926601634
2.0,90.0,0,1,12.886835980529375,13.014780393893403
2.0,110.0,0,1,12.994273494243904,12.691583538230216
2.0,72.0,0,1,12.496494813940778,12.149507585033072
4.0,162.0,1,1,12.52760560748655,12.672949516558306
2.0,109.0,0,1,12.728863210054218,12.834417270098411
5.0,224.0,1,1,12.805656204247187,12.608202196848836
4.0,146.0,1,0,12.265538859297276,12.201065128819632
3.0,150.0,1,1,12.57305606501908,12.425212191503038
3.0,208.0,1,1,12.909839579932562,12.818554633046093
3.0,166.0,1,1,12.834937302855689,12.923914877701906
2.0,90.0,1,0,12.368308908030395,11.81303746480054
3.0,143.0,0,1,12.69850913273462,12.966647139396802
5.0,236.0,1,1,12.908194508963389,13.08123091802818
2.0,83.0,0,1,12.792520000691077,12.608202196848836
2.0,94.0,0,1,12.902758437781515,12.886643575525625
3.0,113.0,0,1,13.211097649818774,13.21767537538882
1.0,78.0,0,1,12.709723722427672,12.48937388613538
3.0,166.0,1,0,13.044644450327151,13.215855541983634
6.0,225.0,1,1,12.48702617904154,12.896719202134523
1.0,69.0,0,1,12.670087538966612,12.366174155422286
2.0,54.0,1,1,12.676597489533945,10.819798284210286
3.0,98.0,0,1,12.642305952645225,12.323860125621126
1.0,61.0,0,1,12.717762302347616,12.180759965737863
2.0,117.0,0,1,12.900865526029898,13.521140839642674
2.0,76.0,0,1,12.786079156900014,12.502470376049184
2.0,108.0,0,1,12.55329883212022,12.672949516558306
1.0,72.0,0,1,12.683355500303708,12.34148164933907
2.0,141.0,0,1,13.240323138264166,13.161586013632684
2.0,115.0,0,0,12.530888619483488,12.201065128819632
1.0,28.0,0,1,12.716528237484212,11.976665770490769
2.0,210.0,0,0,12.613783102274773,12.04355959836804
3.0,127.0,1,1,12.834937302855689,13.049794835104816
2.0,115.0,0,1,13.394127190989245,13.244582780038517
2.0,67.0,0,1,12.356352835991176,11.49273296168228
2.0,101.0,0,1,13.240323138264166,13.03898394237596
3.0,145.0,0,1,12.82374334040347,12.936036208848488
3.0,162.0,1,1,12.862243020904799,12.896719202134523
3.0,136.0,1,1,12.87605362585732,12.940136216154974
3.0,160.0,1,1,12.681135645917617,12.660331092405906
2.0,94.0,0,1,12.574409482217122,12.448630513463613
3.0,115.0,1,0,10.96984835824533,11.225256725762891
3.0,182.0,1,1,12.383002652121338,12.896719202134523
2.0,93.0,0,1,12.717762302347616,12.691583538230216
4.0,260.0,1,1,13.127676985098182,13.70903942580019
1.0,73.0,0,1,12.345886306643532,12.380030154325455
2.0,80.0,0,1,13.369330144095796,12.886643575525625
3.0,126.0,0,1,12.894884809492153,13.242811303528269
3.0,109.0,0,1,12.635994467019025,12.584512505902088
3.0,167.0,0,1,12.915288612448368,13.36452650441178
2.0,120.0,0,1,12.75519853892669,12.6410997921206
2.0,104.0,0,1,12.680156256560622,12.429220196836384
2.0,80.0,0,0,13.100533926411341,12.345838935721968
1.0,68.0,0,1,12.556675577392793,12.392597854584702
2.0,91.0,0,1,12.717513833403046,12.726950575147724
1.0,57.0,0,1,12.710603131334045,12.34148164933907
3.0,150.0,1,1,13.038951513744914,12.791080452981856
2.0,104.0,0,1,12.675463646026023,12.612207529288542
1.0,83.0,1,1,12.823762174085225,12.676079399771028
5.0,211.0,1,1,12.698325493214314,12.721888795877376
2.0,72.0,1,1,12.48702617904154,11.81303746480054
1.0,86.0,0,1,12.709723722427672,12.599805870095512
4.0,208.0,1,1,12.59808460325479,13.112315061750808
4.0,154.0,1,1,12.380963858268384,12.608202196848836
1.0,44.0,1,1,12.575621542696144,11.502885230075814
2.0,103.0,1,1,12.681135645917617,12.25486757159303
3.0,156.0,1,1,12.732170369907985,12.861001210669146
2.0,89.0,0,1,12.499900131023233,12.524530013005734
3.0,182.0,1,0,13.353995270811406,12.762830066509972
2.0,84.0,0,1,12.201301910407823,12.425212191503038
6.0,324.0,1,1,12.813845073693606,12.791080452981856
3.0,146.0,1,1,12.931212383341682,12.969214528909768
3.0,188.0,1,1,12.669870226008284,12.574185427296197
2.0,129.0,1,1,12.585715577508783,12.896719202134523
2.0,82.0,0,1,12.380963858268384,12.448630513463613
3.0,164.0,1,1,12.762485351548504,12.972776932259316
2.0,105.0,0,1,12.618370637293811,12.936036208848488
3.0,208.0,1,1,12.915288612448368,13.095199764405486
2.0,87.0,0,1,12.429461995917812,12.468440756144114
1.0,60.0,0,1,12.510931749779436,12.07254696717504
2.0,71.0,0,1,12.642305952645225,12.07254696717504
3.0,217.0,0,1,12.815729417173989,13.81049902116535
2.0,70.0,0,1,12.497274082896737,12.34148164933907
2.0,100.0,0,1,12.063514067901236,12.345838935721968
2.0,149.0,1,0,12.619706623218832,12.180759965737863
3.0,134.0,1,1,12.691583538230216,12.691583538230216
4.0,167.0,0,1,12.404533077712491,12.608202196848836
2.0,104.0,0,1,13.119189876399721,12.7854938618783
2.0,84.0,0,1,12.525503749161798,12.524166311833152
2.0,109.0,0,1,12.890984036024147,12.84529412258351
2.0,80.0,0,1,12.556675577392793,12.345838935721968
4.0,147.0,1,1,13.308600595368008,12.948405150268789
2.0,170.0,1,1,12.89124405272994,12.762830066509972
3.0,166.0,1,1,12.79158546402444,12.872667923591017
3.0,153.0,1,1,12.294060940196538,12.449022745701502
3.0,171.0,1,1,12.811484134414783,12.81584093453868
1.0,83.0,0,1,12.345886306643532,12.441148720271016
6.0,325.0,1,1,12.360330194711027,12.847929163278051
3.0,124.0,1,1,12.52760560748655,12.301387370778713
4.0,173.0,1,1,12.530888619483488,12.608202196848836
2.0,81.0,0,1,12.491345194784735,12.449022745701502
3.0,156.0,1,1,12.886615447861667,12.948012371209098
3.0,186.0,1,1,12.725117485697355,12.762830066509972
3.0,255.0,1,0,12.819589792383468,12.128116509451258
3.0,225.0,1,1,12.915288612448368,13.081543466215235
4.0,179.0,1,1,12.737347105739053,12.788291058675023
2.0,90.0,0,1,12.946111340095694,12.59473402514672
1.0,50.0,0,1,12.711609206807072,12.180759965737863
2.0,158.0,0,1,12.598189259098765,12.560247968016562
4.0,270.0,1,1,12.676597489533945,13.73755009757506
3.0,109.0,1,0,12.510931749779436,12.765691290604371
1.0,63.0,0,1,12.499900131023233,11.599112335481124
3.0,155.0,1,1,12.762485351548504,12.91642594812726
1.0,80.0,0,0,12.573163494515954,11.91170829631447
2.0,109.0,0,1,13.411281824237573,13.465954500233115
1.0,55.0,0,1,12.28728735276761,12.049424683420916
3.0,116.0,1,0,12.429220196836384,12.429220196836384
3.0,106.0,0,1,12.52760560748655,12.69748912457556
3.0,150.0,1,1,12.682464073120679,12.628070334272698
2.0,104.0,0,1,12.886835980529375,13.017005083966255
4.0,310.0,1,0,11.952734863611306,12.367345048436391
1.0,70.0,0,1,12.754072530543583,12.413090879946887
1.0,73.0,0,1,12.693549453676491,12.40697467786825
2.0,55.0,0,1,12.793090336039446,12.608202196848836
1.0,70.0,0,1,12.562805472039337,12.278397958261774
2.0,108.0,0,1,13.411281824237573,13.384729180332174
3.0,165.0,1,1,12.834460118140397,13.079457964073546
2.0,94.0,0,1,12.703254654873735,12.772187270205428
3.0,184.0,1,1,13.028570569532624,13.120569769851553
2.0,101.0,1,1,12.128561497633193,11.002116507732016
2.0,92.0,0,1,12.530888619483488,12.666079599098836
2.0,70.0,0,1,12.717762302347616,12.323860125621126
2.0,110.0,0,1,12.729115664486738,12.777055016970678
2.0,120.0,1,1,11.931264987333527,12.154784614286667
2.0,110.0,0,1,12.84627135005989,13.017005083966255
1.0,35.0,0,0,12.759723095503785,11.91170829631447
1.0,68.0,0,1,12.709723722427672,12.53897064502647
3.0,180.0,1,1,12.882680053946023,12.861001210669146
1.0,50.0,1,1,12.764464584724184,12.75130259456002
3.0,135.0,1,1,12.453264182066027,12.296831574998258
2.0,79.0,0,1,12.254811918684345,12.19602736016897
5.0,260.0,1,1,13.070083546379673,13.303018546545276
3.0,117.0,1,0,12.740855421889826,12.506180941677355
3.0,165.0,1,1,12.89124405272994,13.451668563394817
4.0,220.0,1,1,12.793090336039446,13.171155446333852
3.0,138.0,1,1,12.709723722427672,12.384223015005311
4.0,293.0,1,1,13.118502576054153,13.098072734013511
1.0,77.0,0,1,12.635994467019025,12.404927602627597
4.0,291.0,1,1,13.629182184591333,13.629182184591333
2.0,84.0,0,1,12.567405022900846,12.567240979056246
3.0,132.0,1,1,12.856690790423274,12.94323910384853
3.0,162.0,1,0,12.410230923812925,12.086731521684555
4.0,125.0,1,1,12.413224922157928,12.464587201678082
1.0,37.0,0,0,12.244622246484047,11.561725152903833
2.0,96.0,0,1,12.742705253023503,12.614868865984633
3.0,174.0,1,1,13.027913151172555,13.15192412139156
2.0,90.0,1,1,12.646161964469686,12.53897064502647
2.0,109.0,1,0,12.613196900464146,12.660331092405906
2.0,104.0,0,1,12.785544835874143,12.73670383776449
2.0,106.0,0,1,12.510931749779436,12.73670383776449
3.0,110.0,0,1,13.240323138264166,13.199326270390594
4.0,207.0,0,1,13.518301977246622,14.45472992420301
3.0,130.0,0,1,13.518301977246622,13.664688831019712
3.0,112.0,0,1,12.59808460325479,12.75130259456002
2.0,79.0,0,1,12.380966668386266,12.507923859896149
3.0,111.0,0,1,12.48702617904154,12.201065128819632
4.0,145.0,1,1,12.78911355687792,12.691583538230216
2.0,126.0,0,1,12.762830066509972,12.762830066509972
3.0,154.0,1,1,12.899068934711096,12.983103608918752
2.0,91.0,0,1,12.499900131023233,12.560247968016562
3.0,120.0,1,1,12.504927985669577,12.464587201678082
2.0,231.0,1,1,12.281939468979944,12.762830066509972
4.0,351.0,1,1,12.959530610266187,13.199326270390594
4.0,190.0,0,1,12.95263247905945,13.190584484491067
2.0,100.0,0,1,12.948754213933658,12.425212191503038
2.0,92.0,0,1,12.453264182066027,12.355358654868867
2.0,78.0,0,1,12.703254654873735,12.394508803323982
2.0,101.0,0,1,12.652350096661463,12.792472237780538
3.0,102.0,1,1,12.561901248987828,12.992256969959042
2.0,92.0,0,1,12.499900131023233,12.577639650232571
2.0,180.0,0,1,12.828355060546595,13.34550852871726
1.0,60.0,0,1,12.567405022900846,12.308611183150836
2.0,90.0,0,1,12.690121569670442,12.464587201678082
2.0,110.0,0,1,12.28728735276761,12.650761671914688
1.0,60.0,0,1,12.87605362585732,12.502470376049184
4.0,154.0,1,1,12.929988542993973,12.691583538230216
3.0,133.0,1,1,12.233961439355324,12.719518832618746
3.0,160.0,1,1,12.774146944834076,13.112315061750808
2.0,60.0,0,1,12.331628212004578,12.095146671399466
1.0,110.0,0,1,12.48702617904154,12.037659911047468
2.0,104.0,0,1,12.453264182066027,12.715299992732367
2.0,75.0,0,1,12.786079156900014,12.660331092405906
2.0,96.0,0,1,12.812033197934422,12.75275081654168
2.0,98.0,0,1,12.55329883212022,12.574185427296197
5.0,292.0,1,1,12.894884809492153,13.197472705176985
2.0,75.0,0,1,12.426702897258998,12.560247968016562
6.0,260.0,1,1,13.394127190989245,13.647093089770562
3.0,163.0,1,1,12.746472802152937,12.936036208848488
2.0,131.0,0,0,12.886835980529375,12.971542813248435
4.0,150.0,1,0,12.821231988144126,12.819908725726677
2.0,116.0,0,1,12.530888619483488,12.81912357531651
3.0,190.0,1,1,12.614513311144934,12.775831107912902
3.0,117.0,0,1,12.717513833403046,12.92269462427472
3.0,205.0,0,1,12.948947389194172,12.149507585033072
3.0,157.0,1,0,12.745565888870267,12.84529412258351
2.0,98.0,0,1,12.539633195518697,13.049794835104816
3.0,127.0,0,1,12.59808460325479,13.215855541983634
1.0,54.0,0,0,12.717762302347616,11.74006900564972
6.0,260.0,1,1,12.801595579143555,12.923914877701906
1.0,74.0,0,1,13.411281824237573,12.994532278619134
1.0,75.0,0,1,12.703254654873735,12.37581963951765
3.0,184.0,1,1,12.99824381959734,13.195338708362115
3.0,134.0,0,1,13.411281824237573,13.567050480716237
2.0,82.0,0,1,12.380963858268384,12.386312871189734
3.0,165.0,1,1,12.69415338128483,12.807655372286902
3.0,126.0,0,1,13.194007013728307,12.896719202134523
3.0,125.0,0,1,12.637079445232505,12.900721198466355
3.0,134.0,0,1,12.782866111572583,13.079457964073546
3.0,288.0,1,1,12.839084704233613,13.208542908506082
3.0,166.0,1,1,12.728863210054218,13.189836962025913
4.0,130.0,1,1,12.525503749161798,12.762830066509972
1.0,60.0,0,0,12.383002652121338,12.180759965737863
1.0,68.0,0,1,12.703254654873735,12.513561021741964
3.0,208.0,1,0,12.0465879868497,12.040614105490253
4.0,210.0,1,0,12.704821882100035,12.604852121186608
2.0,86.0,0,1,12.703254654873735,12.614868865984633
1.0,71.0,0,1,12.404533077712491,12.34148164933907
2.0,88.0,0,1,12.760347498890738,12.804911893867851
3.0,155.0,1,1,13.012179001526963,13.060490101343552
2.0,96.0,0,1,12.560937924592297,12.589636325399509
6.0,500.0,1,1,12.782866111572583,14.038654909278163
1.0,66.0,0,1,12.52760560748655,12.190964083849376
3.0,141.0,1,1,12.384223015005311,12.384223015005311
2.0,93.0,0,1,12.948754213933658,12.948012371209098
3.0,140.0,1,1,12.742223752480404,12.703816069256568
3.0,185.0,1,1,12.709723722427672,12.706850963741102
5.0,319.0,1,1,12.581879134368755,12.762830066509972
4.0,278.0,1,0,13.49489144544406,13.244582780038517
3.0,175.0,1,1,12.667837640941732,12.75130259456002
2.0,144.0,0,1,12.948754213933658,13.215855541983634
2.0,123.0,0,1,13.003862966199142,12.611541086966117
5.0,395.0,1,1,12.895040778028612,13.70903942580019
5.0,166.0,1,1,12.349388284487421,12.54254845357358
2.0,76.0,0,0,12.84627135005989,12.34148164933907
2.0,110.0,0,1,12.786079156900014,12.847929163278051
4.0,244.0,1,0,12.410230923812925,12.425212191503038
3.0,140.0,1,1,12.823762174085225,12.878095776099412
3.0,141.0,0,1,12.574409482217122,13.019224835777257
5.0,256.0,1,1,12.739089848593853,12.969214528909768
2.0,110.0,0,1,13.411281824237573,13.429849547739444
2.0,104.0,0,1,12.703254654873735,12.706850963741102
4.0,192.0,1,1,13.169148431164853,13.171155446333852
6.0,262.0,1,1,13.240323138264166,13.70903942580019
3.0,175.0,1,1,12.69415338128483,12.84529412258351
3.0,150.0,1,0,12.274740152489086,12.095146671399466
2.0,153.0,0,1,12.729115664486738,13.34550852871726
3.0,140.0,0,1,12.948754213933658,12.994532278619134
4.0,192.0,1,1,12.535950821809767,12.604852121186608
2.0,104.0,0,1,12.703254654873735,12.688501881189456
2.0,103.0,0,1,12.8377135885983,12.818554633046093
3.0,144.0,0,1,13.411281824237573,13.8125070519525
4.0,201.0,1,1,12.598189259098765,12.608202196848836
2.0,83.0,0,1,12.345886306643532,12.409017571151187
2.0,69.0,0,1,12.598189259098765,12.336666603113574
3.0,155.0,1,1,12.888086100724445,12.807655372286902
3.0,103.0,0,1,12.931394207033387,12.958905183406316
4.0,211.0,1,0,12.327405502942426,12.250094315624496
4.0,148.0,0,1,12.598189259098765,12.409017571151187
3.0,164.0,1,1,12.614513311144934,12.574818442701682
3.0,196.0,1,0,12.785544835874143,12.871337193291367
2.0,90.0,0,1,12.823762174085225,12.50781663417666
3.0,135.0,0,1,12.635994467019025,12.992256969959042
2.0,101.0,0,1,12.74097974132027,12.700771936142122
2.0,181.0,0,1,13.369330144095796,13.42246945133505
3.0,96.0,1,1,12.401072267698389,12.095146671399466
1.0,68.0,0,1,12.52760560748655,12.25486757159303
3.0,135.0,1,1,12.682692616836853,12.860148901717938
2.0,100.0,0,1,12.567405022900846,12.678264503855369
3.0,175.0,0,1,13.119189876399721,13.541075028051122
3.0,168.0,1,1,12.746472802152937,12.974320341224336
3.0,142.0,1,1,12.588016124473834,12.983103608918752
3.0,167.0,1,1,12.086692662970052,12.560247968016562
2.0,94.0,0,1,12.690100559588819,12.600143080224452
2.0,119.0,0,1,13.518301977246622,13.465954500233115
2.0,96.0,0,1,12.567405022900846,12.612840238370042
3.0,102.0,0,1,13.369330144095796,13.081543466215235
4.0,190.0,1,1,12.821231988144126,12.861460844087134
3.0,90.0,0,1,12.796212115668107,12.201065128819632
2.0,118.0,1,1,12.729115664486738,12.59473402514672
3.0,132.0,0,1,13.060069621228955,13.229339786802369
1.0,64.0,0,1,12.598189259098765,12.323860125621126
4.0,150.0,1,1,12.99466034501683,13.112315061750808
2.0,97.0,0,1,12.453264182066027,12.644653329849543
2.0,82.0,0,1,12.824327104359766,12.608202196848836
3.0,158.0,1,1,12.835780959214036,12.865665627873344
2.0,82.0,0,1,12.792520000691077,12.367345048436391
4.0,142.0,1,0,13.240323138264166,13.208542908506082
4.0,175.0,1,1,12.909839579932562,13.005831808336865
3.0,212.0,1,1,12.23936420889107,12.706850963741102
2.0,84.0,0,0,12.59808460325479,12.278397958261774
3.0,120.0,0,1,12.573163494515954,12.945628585536271
2.0,93.0,0,1,12.614262663828393,12.560247968016562
1.0,86.0,0,1,12.527580483409594,12.464587201678082
3.0,160.0,1,0,12.567405022900846,12.34148164933907
4.0,180.0,1,1,13.070083546379673,13.014780393893403
2.0,84.0,0,1,12.756627221266752,12.345838935721968
3.0,227.0,1,1,12.882680053946023,13.118670567366646
2.0,75.0,0,1,12.581879134368755,12.04355959836804
1.0,55.0,0,1,12.948754213933658,12.487488878546143
2.0,100.0,0,1,12.709723722427672,12.84529412258351
3.0,117.0,0,1,12.703254654873735,12.63460628389302
2.0,70.0,0,1,12.834937302855689,12.53897064502647
3.0,158.0,1,1,12.657917676178824,12.9075946590723
2.0,116.0,0,1,13.369330144095796,13.521140839642674
1.0,74.0,0,1,12.499900131023233,12.322205431384182
1.0,191.0,1,1,12.89270040548025,13.21767537538882
2.0,161.0,1,1,13.28787951079572,13.28787951079572
2.0,91.0,0,1,12.703254654873735,12.923914877701906
5.0,271.0,1,1,13.554147092530322,13.554147092530322
2.0,140.0,0,1,13.211097649818774,12.628070334272698
2.0,103.0,0,1,12.701501011035049,12.54254845357358
3.0,147.0,1,1,12.81803549663316,12.818554633046093
2.0,60.0,0,0,13.095753147288205,12.128116509451258
3.0,144.0,0,1,12.812033197934422,13.21767537538882
2.0,103.0,0,1,12.703254654873735,12.923914877701906
1.0,55.0,0,0,12.716528237484212,12.367345048436391
2.0,126.0,1,0,12.025990894544291,10.915106645867503
3.0,140.0,1,1,13.49489144544406,13.377007146164305
5.0,197.0,1,1,12.915288612448368,12.502470376049184
1.0,96.0,0,1,12.728863210054218,12.384223015005311
2.0,132.0,0,1,12.642305952645225,12.577639650232571
3.0,165.0,1,1,12.732876316683493,12.861001210669146
3.0,132.0,1,1,12.52760560748655,12.807655372286902
2.0,91.0,0,1,11.989976922859986,12.037659911047468
2.0,93.0,0,1,12.380963858268384,12.505439929198143
6.0,259.0,1,1,13.013653840052882,13.377007146164305
3.0,172.0,1,1,12.524530013005734,12.524530013005734
3.0,153.0,0,1,12.670337112603928,12.691583538230216
5.0,304.0,1,0,13.433972370152233,12.765691290604371
2.0,104.0,0,1,12.453264182066027,12.736409677721657
2.0,87.0,0,1,12.581879134368755,12.660331092405906
3.0,140.0,1,0,12.390516888488142,11.775297421715829
