number_rooms,living_area,price_log
3.0,182.0,13.02805489573287
2.0,117.0,12.861001210669146
2.0,125.0,12.959846800844964
2.0,98.0,12.429220196836384
2.0,75.0,12.04355959836804
2.0,72.0,12.608202196848836
2.0,100.0,11.686887175419702
3.0,150.0,12.409017571151187
5.0,292.0,13.197472705176985
3.0,142.0,13.060490101343552
2.0,107.0,13.046041571913554
1.0,47.0,12.095146671399466
4.0,160.0,13.38318953651709
3.0,180.0,12.721888795877376
1.0,65.0,12.524530013005734
2.0,163.0,12.721888795877376
3.0,156.0,12.969214528909768
2.0,210.0,13.005831808336865
4.0,200.0,12.959846800844964
3.0,114.0,12.863595239117188
2.0,110.0,13.321215875492411
1.0,70.0,12.75130259456002
2.0,136.0,12.807655372286902
2.0,72.0,12.432813717998226
4.0,185.0,13.805461232211272
2.0,104.0,12.594055831421825
3.0,151.0,12.959846800844964
2.0,103.0,12.762830066509972
3.0,150.0,13.34550852871726
1.0,60.0,12.144202560946876
1.0,89.0,12.425212191503038
2.0,120.0,12.367345048436391
3.0,251.0,13.014780393893403
3.0,110.0,12.897252892944785
2.0,122.0,13.303018546545276
3.0,177.0,13.107251770049071
2.0,142.0,12.945628585536271
3.0,126.0,11.39640288460621
2.0,92.0,12.570719231334277
1.0,66.0,12.467008967896511
2.0,119.0,13.465954500233115
5.0,164.0,12.54254845357358
1.0,51.0,12.095146671399466
3.0,92.0,12.666660207428574
5.0,393.0,13.437175577097312
1.0,81.0,12.508031074119511
1.0,84.0,12.53897064502647
1.0,70.0,12.676079399771028
6.0,350.0,11.60824473564232
1.0,49.0,12.611541086966117
2.0,204.0,12.502470376049184
3.0,188.0,13.07107218827772
3.0,140.0,12.464587201678082
3.0,155.0,12.902965303025876
2.0,134.0,13.26212705890841
2.0,128.0,12.425212191503038
2.0,169.0,13.334245354561496
1.0,62.0,12.117246896289505
3.0,95.0,12.095146671399466
3.0,152.0,12.791080452981856
1.0,63.0,12.394181589710634
3.0,150.0,13.157732451741689
4.0,180.0,13.171155446333852
1.0,64.0,12.14685859089592
3.0,138.0,12.384223015005311
2.0,134.0,12.61087420020211
3.0,219.0,13.38318953651709
3.0,224.0,12.201065128819632
3.0,140.0,12.524530013005734
3.0,228.0,13.190023895035274
3.0,138.0,12.808476950255674
2.0,68.0,12.672949516558306
4.0,320.0,13.444448325847754
2.0,106.0,12.037659911047468
3.0,143.0,12.721888795877376
4.0,205.0,12.502470376049184
2.0,65.0,12.409017571151187
3.0,140.0,12.807655372286902
2.0,121.0,12.807655372286902
1.0,53.0,12.487488878546143
3.0,118.0,12.577639650232571
2.0,74.0,12.323860125621126
1.0,67.0,12.526346537332584
4.0,300.0,12.765691290604371
2.0,103.0,12.464587201678082
3.0,136.0,12.367345048436391
2.0,86.0,12.487488878546143
2.0,108.0,12.779875885354992
4.0,210.0,12.73080413304066
3.0,146.0,13.279368835614244
1.0,55.0,12.278397958261774
2.0,94.0,12.765691290604371
2.0,95.0,12.180759965737863
2.0,126.0,12.25486757159303
2.0,118.0,12.983103608918752
2.0,90.0,12.201065128819632
2.0,87.0,12.959846800844964
2.0,81.0,12.524530013005734
2.0,95.0,12.553283445407784
4.0,206.0,13.008076473152151
4.0,197.0,12.84529412258351
1.0,71.0,12.464587201678082
4.0,269.0,12.886643575525625
2.0,60.0,12.53897064502647
4.0,160.0,13.079457964073546
3.0,154.0,12.425212191503038
1.0,63.0,11.599112335481124
4.0,162.0,12.672949516558306
1.0,72.0,12.493133274926212
3.0,145.0,12.857386904088155
3.0,152.0,12.896719202134523
2.0,95.0,12.788291058675023
3.0,137.0,12.84529412258351
2.0,91.0,12.46818303161943
2.0,66.0,12.128116509451258
2.0,95.0,12.899222326086994
2.0,92.0,12.637858308703688
3.0,152.0,12.983103608918752
3.0,170.0,12.765691290604371
5.0,290.0,13.091906231773164
1.0,54.0,12.37581963951765
2.0,98.0,12.691583538230216
2.0,180.0,12.691583538230216
4.0,250.0,13.407543823396258
3.0,405.0,13.840204146163924
4.0,144.0,13.404531777462488
2.0,82.0,12.328294703023394
1.0,60.0,12.25486757159303
2.0,107.0,12.278397958261774
3.0,132.0,12.895465286619547
2.0,75.0,12.375431380138629
4.0,176.0,12.992256969959042
3.0,210.0,12.896719202134523
3.0,198.0,13.030427896891428
3.0,156.0,12.959846800844964
5.0,258.0,13.81049902116535
2.0,92.0,12.095146671399466
7.0,444.0,13.017005083966255
3.0,141.0,12.683954534629354
3.0,155.0,12.83468397161566
4.0,242.0,13.579789490265188
3.0,173.0,12.560247968016562
4.0,188.0,13.215855541983634
1.0,109.0,12.154784614286667
2.0,120.0,13.511022723127397
2.0,98.0,12.793862088206213
2.0,81.0,12.095146671399466
1.0,93.0,12.482476355685268
4.0,200.0,12.608202196848836
2.0,112.0,13.049794835104816
2.0,104.0,12.60317286530671
3.0,100.0,12.872364939970357
3.0,173.0,12.845557939327378
2.0,94.0,13.244582780038517
4.0,220.0,13.112315061750808
2.0,110.0,12.691583538230216
3.0,150.0,13.384729180332174
2.0,92.0,12.644330802262578
3.0,120.0,12.425212191503038
1.0,72.0,12.45488784222084
3.0,150.0,11.91170829631447
2.0,83.0,11.91170829631447
2.0,119.0,13.560619598657231
4.0,203.0,12.896719202134523
3.0,163.0,13.169248871698304
1.0,22.0,10.915106645867503
2.0,87.0,12.691583538230216
4.0,209.0,12.959846800844964
2.0,83.0,12.427218202181711
2.0,102.0,12.779875885354992
4.0,225.0,12.409017571151187
2.0,115.0,12.82899852181705
3.0,153.0,12.577639650232571
3.0,151.0,12.380030154325455
3.0,166.0,13.215855541983634
4.0,253.0,12.959846800844964
3.0,121.0,13.00919691893784
3.0,98.0,12.563750586299374
3.0,154.0,12.886643575525625
4.0,245.0,13.69334405393293
3.0,138.0,13.112315061750808
1.0,75.0,12.700771936142122
2.0,75.0,12.502470376049184
2.0,107.0,13.353476685668044
2.0,86.0,11.976665770490769
3.0,120.0,13.100119813444692
6.0,266.0,13.93062425632998
2.0,119.0,12.973865689268807
2.0,100.0,12.367345048436391
1.0,57.0,12.765691290604371
2.0,115.0,13.005831808336865
3.0,140.0,12.574185427296197
3.0,136.0,13.172434625397258
5.0,307.0,13.647093089770562
2.0,103.0,13.19189130572284
4.0,211.0,13.140205260167273
4.0,170.0,13.07107218827772
3.0,133.0,12.653961664405363
4.0,199.0,12.970379348692443
6.0,300.0,13.296318365198625
4.0,147.0,12.81560177615762
3.0,132.0,12.959846800844964
5.0,316.0,14.6888942063636
3.0,156.0,14.282384921160132
3.0,160.0,12.793862088206213
3.0,155.0,12.73670383776449
2.0,89.0,12.563103526115942
2.0,120.0,12.779594156325745
1.0,67.0,12.429220196836384
2.0,96.0,12.691583538230216
4.0,231.0,13.444448325847754
1.0,79.0,12.476103599529845
2.0,85.0,12.522710182912336
3.0,116.0,12.821260987319455
3.0,120.0,13.122365377402328
2.0,117.0,12.886643575525625
2.0,89.0,12.59473402514672
1.0,70.0,12.206072645530174
4.0,116.0,12.59473402514672
1.0,66.0,12.36308066783498
4.0,193.0,12.721888795877376
2.0,109.0,12.779594156325745
3.0,190.0,12.994532278619134
2.0,122.0,12.69848273953524
2.0,70.0,11.849404844423074
2.0,90.0,12.535257680590805
2.0,84.0,12.808203165924832
3.0,154.0,12.945628585536271
3.0,196.0,12.948012371209098
4.0,170.0,13.384729180332174
3.0,239.0,13.586098651497313
2.0,102.0,11.842236406331557
2.0,90.0,12.923914877701906
3.0,100.0,12.201065128819632
4.0,203.0,14.343193888767017
3.0,113.0,11.767575435251748
2.0,90.0,12.59473402514672
3.0,163.0,12.936036208848488
2.0,91.0,12.966439125727918
2.0,149.0,12.691583538230216
2.0,85.0,12.504327379899443
3.0,194.0,12.96754180591291
3.0,114.0,13.079457964073546
2.0,88.0,12.660331092405906
3.0,98.0,11.736077016252436
4.0,260.0,14.034646891093471
3.0,96.0,12.037659911047468
2.0,115.0,12.762830066509972
1.0,65.0,11.599112335481124
2.0,91.0,12.408609326231227
3.0,164.0,12.628070334272698
3.0,120.0,12.429220196836384
2.0,94.0,12.301387370778713
3.0,133.0,12.660331092405906
3.0,135.0,12.896719202134523
2.0,83.0,12.319405795112926
2.0,89.0,12.425212191503038
1.0,64.0,12.395158770951982
4.0,393.0,14.070153551531352
1.0,77.0,12.496878583628968
2.0,149.0,12.180759965737863
3.0,116.0,12.733758336210744
3.0,106.0,12.660331092405906
3.0,122.0,12.549665896013254
3.0,101.0,12.425212191503038
2.0,94.0,12.660331092405906
4.0,275.0,13.698977865303196
2.0,82.0,12.614237439538122
3.0,260.0,12.409017571151187
2.0,86.0,12.428019481065611
3.0,183.0,13.112315061750808
4.0,177.0,12.84529412258351
3.0,125.0,13.250469831623736
1.0,69.0,12.07254696717504
2.0,93.0,12.765691290604371
3.0,156.0,12.779875885354992
3.0,200.0,12.013706813470414
2.0,140.0,13.303018546545276
4.0,264.0,13.76421831620775
3.0,113.0,12.323860125621126
3.0,132.0,12.691583538230216
4.0,183.0,12.180759965737863
2.0,75.0,11.970356641103
2.0,83.0,12.319405795112926
2.0,102.0,13.049794835104816
2.0,93.0,12.59473402514672
3.0,140.0,12.695829881262746
2.0,89.0,13.017005083966255
4.0,406.0,14.316286451937186
2.0,200.0,13.437175577097312
3.0,181.0,12.449022745701502
5.0,250.0,13.38318953651709
2.0,92.0,12.779875885354992
2.0,79.0,12.347576548072231
1.0,59.0,12.165255859329688
2.0,81.0,12.301387370778713
2.0,103.0,12.80216086806413
3.0,204.0,13.171155446333852
2.0,78.0,11.736077016252436
5.0,196.0,13.384729180332174
3.0,153.0,12.54254845357358
3.0,120.0,12.896719202134523
3.0,279.0,13.121364879070743
2.0,97.0,12.761396378619056
2.0,106.0,12.718599820835916
3.0,136.0,12.947783774198436
3.0,144.0,12.896719202134523
3.0,120.0,12.676079399771028
3.0,308.0,13.573440270649083
4.0,227.0,13.70903942580019
5.0,221.0,11.156264806643742
4.0,277.0,13.214032390746006
3.0,182.0,12.818554633046093
3.0,202.0,13.062615496138552
4.0,181.0,13.38318953651709
2.0,72.0,11.982935344196433
2.0,100.0,12.511477979011415
3.0,129.0,12.894209796826232
3.0,110.0,12.660331092405906
1.0,25.0,12.201065128819632
4.0,122.0,12.886643575525625
5.0,260.0,13.451668563394817
2.0,99.0,12.948012371209098
2.0,80.0,12.367345048436391
1.0,63.0,12.345838935721968
2.0,92.0,12.590657946392092
2.0,83.0,12.409017571151187
3.0,160.0,13.03898394237596
2.0,75.0,12.095146671399466
1.0,60.0,12.520887034998584
3.0,233.0,13.091906231773164
2.0,119.0,12.818554633046093
2.0,120.0,12.180759965737863
1.0,40.0,11.652696102959752
3.0,192.0,12.676079399771028
3.0,168.0,13.704580114574805
2.0,90.0,12.84529412258351
3.0,150.0,12.762830066509972
1.0,68.0,12.73670383776449
2.0,105.0,12.660331092405906
1.0,71.0,12.449022745701502
7.0,158.0,12.762830066509972
2.0,60.0,12.20557752297723
2.0,99.0,12.421188057397057
3.0,120.0,13.036807667689546
2.0,118.0,12.571239927273504
3.0,131.0,13.199326270390594
4.0,147.0,12.896719202134523
3.0,139.0,12.611541086966117
1.0,68.0,12.495007682693725
3.0,141.0,12.762830066509972
5.0,157.0,12.936036208848488
3.0,110.0,13.079457964073546
1.0,81.0,12.447845587147512
2.0,93.0,12.989976472461
3.0,154.0,13.012003720168185
3.0,200.0,12.797743424153593
3.0,179.0,12.91164481522143
6.0,301.0,13.208542908506082
3.0,327.0,12.608202196848836
2.0,87.0,12.42681732184313
5.0,211.0,12.721888795877376
1.0,55.0,12.00762780434872
2.0,89.0,12.323860125621126
2.0,90.0,12.660331092405906
6.0,486.0,13.586098651497313
1.0,57.0,12.384223015005311
2.0,113.0,13.303018546545276
2.0,60.0,12.20557752297723
4.0,183.0,13.036807667689546
3.0,126.0,12.905152194743229
2.0,75.0,12.464587201678082
3.0,131.0,13.26212705890841
1.0,80.0,12.53897064502647
2.0,60.0,11.49273296168228
2.0,94.0,12.75130259456002
2.0,71.0,12.524530013005734
4.0,242.0,12.948012371209098
5.0,400.0,14.54547219357453
3.0,93.0,12.54254845357358
2.0,107.0,12.727989533196038
4.0,258.0,13.493928313146206
3.0,128.0,12.604852121186608
3.0,188.0,12.574185427296197
3.0,205.0,12.149507585033072
2.0,118.0,12.91657092142417
1.0,28.0,11.976665770490769
2.0,85.0,12.589295553001502
3.0,150.0,12.691583538230216
3.0,210.0,13.367661298303677
3.0,208.0,12.818554633046093
3.0,112.0,12.926350926565435
2.0,88.0,12.384223015005311
2.0,177.0,12.611541086966117
3.0,120.0,12.323860125621126
1.0,125.0,11.502885230075814
2.0,198.0,12.524530013005734
4.0,230.0,12.886643575525625
3.0,126.0,12.896719202134523
4.0,162.0,12.250094315624496
1.0,62.0,11.951186847493476
3.0,183.0,12.861001210669146
2.0,107.0,12.886643575525625
1.0,52.0,12.201065128819632
1.0,86.0,12.464587201678082
4.0,175.0,12.936036208848488
2.0,24.0,11.350418300109132
3.0,102.0,12.992256969959042
2.0,85.0,12.44312304677877
1.0,60.0,12.25486757159303
2.0,93.0,12.718599820835916
3.0,240.0,13.75894126467638
2.0,100.0,12.899222326086994
2.0,107.0,13.353476685668044
2.0,78.0,12.419052723277922
4.0,137.0,12.818554633046093
2.0,141.0,11.407576060361786
4.0,130.0,12.34148164933907
2.0,100.0,11.8350162104899
2.0,100.0,12.15425816271595
2.0,116.0,12.891694078557842
1.0,65.0,12.013706813470414
2.0,180.0,13.396961730063138
1.0,61.0,12.201065128819632
3.0,98.0,12.959846800844964
2.0,105.0,12.813817154439905
4.0,165.0,12.886643575525625
1.0,74.0,12.524530013005734
3.0,162.0,12.76554842366468
2.0,100.0,12.54254845357358
2.0,94.0,12.847929163278051
1.0,58.0,12.154784614286667
2.0,92.0,12.425212191503038
4.0,169.0,12.971542813248435
3.0,124.0,12.83468397161566
2.0,110.0,12.818554633046093
2.0,91.0,13.25339339419516
2.0,93.0,12.013706813470414
4.0,221.0,13.384729180332174
4.0,252.0,13.493928313146206
2.0,106.0,12.850557278777307
3.0,82.0,12.54254845357358
2.0,84.0,12.206077645517674
2.0,88.0,12.201065128819632
1.0,80.0,12.506180941677355
2.0,83.0,12.345838935721968
3.0,178.0,12.59473402514672
2.0,79.0,12.409017571151187
3.0,110.0,12.933686468072194
2.0,80.0,12.33182825999709
1.0,83.0,12.765691290604371
3.0,131.0,13.017005083966255
3.0,144.0,13.21767537538882
5.0,202.0,13.972515161474428
1.0,71.0,12.450355185713503
5.0,467.0,14.790070575320824
3.0,163.0,13.091906231773164
4.0,490.0,12.896719202134523
1.0,41.0,11.842236406331557
3.0,161.0,13.42246945133505
3.0,150.0,12.96114947833673
3.0,120.0,12.524530013005734
1.0,65.0,12.323860125621126
3.0,126.0,13.12675571694219
4.0,232.0,12.577639650232571
3.0,238.0,13.017005083966255
2.0,80.0,12.100717685412471
2.0,91.0,12.557085087723449
1.0,70.0,12.524530013005734
2.0,63.0,12.206077645517674
1.0,74.0,12.404927602627597
3.0,181.0,13.248116346376763
3.0,165.0,12.644330802262578
2.0,96.0,12.660331092405906
4.0,216.0,12.994532278619134
4.0,236.0,13.068496247225609
2.0,97.0,12.658742534767816
3.0,175.0,13.321215875492411
3.0,110.0,12.100717685412471
2.0,84.0,12.807655372286902
1.0,35.0,11.561725152903833
4.0,133.0,12.535379989788607
3.0,178.0,13.527829818844936
4.0,203.0,14.343193888767017
2.0,93.0,12.691583538230216
3.0,173.0,13.03898394237596
2.0,98.0,12.6410997921206
3.0,90.0,12.323860125621126
3.0,174.0,12.384223015005311
2.0,85.0,12.33270970174018
2.0,111.0,12.323860125621126
3.0,159.0,12.896719202134523
3.0,134.0,12.691583538230216
2.0,84.0,12.345838935721968
3.0,123.0,12.427218202181711
2.0,100.0,11.842236406331557
3.0,163.0,12.896719202134523
1.0,56.0,12.439170488085749
4.0,131.0,12.84529412258351
2.0,99.0,13.122365377402328
2.0,82.0,12.462654841395093
4.0,288.0,13.112315061750808
4.0,280.0,14.093143052138023
3.0,133.0,12.149507585033072
2.0,92.0,12.702206877353165
3.0,149.0,12.873904582205109
1.0,67.0,12.319405795112926
2.0,103.0,12.739435389749875
3.0,128.0,11.951186847493476
2.0,89.0,12.487488878546143
3.0,210.0,13.527829818844936
2.0,90.0,12.720395148082574
2.0,93.0,12.978495316450784
1.0,76.0,12.323860125621126
3.0,137.0,12.524530013005734
2.0,103.0,12.472279517715116
2.0,108.0,12.83468397161566
1.0,54.0,11.951186847493476
2.0,123.0,12.345838935721968
2.0,153.0,13.34550852871726
3.0,239.0,13.036807667689546
3.0,110.0,12.608202196848836
5.0,200.0,13.296318365198625
2.0,87.0,12.464587201678082
1.0,64.0,12.427731094625788
1.0,66.0,13.03898394237596
2.0,90.0,12.923914877701906
2.0,89.0,12.301387370778713
2.0,75.0,12.34148164933907
1.0,62.0,13.361381852676738
3.0,130.0,12.89295272879663
3.0,140.0,13.26212705890841
3.0,117.0,13.138238695062618
2.0,95.0,12.637858308703688
4.0,210.0,12.388398368982116
3.0,150.0,12.660331092405906
1.0,68.0,12.323860125621126
2.0,114.0,12.720992874945178
2.0,90.0,12.644330802262578
1.0,75.0,12.72308210988141
4.0,212.0,13.588611212476708
3.0,120.0,12.896719202134523
1.0,65.0,12.323860125621126
2.0,87.0,12.611541086966117
2.0,99.0,12.762830066509972
4.0,122.0,11.767575435251748
2.0,104.0,12.600480176681051
3.0,125.0,12.83468397161566
2.0,89.0,12.574185427296197
2.0,91.0,12.557085087723449
2.0,99.0,12.876465396508989
3.0,119.0,12.86747370841737
4.0,332.0,13.112315061750808
3.0,140.0,12.715900771961074
1.0,78.0,12.468440756144114
2.0,117.0,12.201065128819632
3.0,143.0,13.321215875492411
3.0,380.0,13.795308871054395
